reference,year,month,day,smart_meter_kwh,noise_db
U954179688,2023,1,19,32.6,36.0
U954179688,2023,1,20,29.5,40.6
U954179688,2023,1,21,24.4,46.1
U954179688,2023,1,22,24.1,49.1
U954179688,2023,1,23,28.6,37.5
U954179688,2023,1,24,21.6,49.0
U954179688,2023,1,25,31.9,42.6
U954179688,2023,1,26,29.5,44.3
U954179688,2023,1,27,31.3,32.5
U954179688,2023,1,28,28.6,41.2
U954179688,2023,1,29,26.1,36.1
U954179688,2023,1,30,31.0,49.4
U954179688,2023,1,31,30.1,43.1
U954179688,2023,2,1,31.8,43.4
U954179688,2023,2,2,27.1,
U954179688,2023,2,3,27.3,38.9
U954179688,2023,2,4,27.6,46.5
U954179688,2023,2,5,28.4,49.8
U954179688,2023,2,6,27.4,45.8
U954179688,2023,2,7,30.6,43.9
U954179688,2023,2,8,24.9,42.2
U954179688,2023,2,9,29.1,36.8
U954179688,2023,2,10,25.7,41.8
U954179688,2023,2,11,27.1,55.2
U954179688,2023,2,12,27.3,45.9
U954179688,2023,2,13,30.4,47.1
U954179688,2023,2,14,27.7,56.1
U954179688,2023,2,15,23.6,48.4
U954179688,2023,2,16,30.6,48.4
U954179688,2023,2,17,26.8,
U954179688,2023,2,18,29.1,45.3
U954179688,2023,2,19,24.8,
U954179688,2023,2,20,30.6,47.7
U954179688,2023,2,21,30.8,43.1
U954179688,2023,2,22,29.3,
U954179688,2023,2,23,31.1,38.3
U954179688,2023,2,24,27.4,42.4
U954179688,2023,2,25,29.7,40.0
U954179688,2023,2,26,27.9,35.7
U954179688,2023,2,27,25.7,40.8
U954179688,2023,2,28,28.4,43.9
U954179688,2023,3,1,23.6,
U954179688,2023,3,2,27.3,49.3
U954179688,2023,3,3,32.9,47.1
U954179688,2023,3,4,31.6,45.0
U954179688,2023,3,5,22.1,40.5
U954179688,2023,3,6,,40.9
U954179688,2023,3,7,24.9,41.2
U954179688,2023,3,8,23.8,43.5
U954179688,2023,3,9,26.1,45.0
U954179688,2023,3,10,24.0,46.6
U954179688,2023,3,11,25.9,46.4
U954179688,2023,3,12,28.0,34.3
U954179688,2023,3,13,26.3,42.8
U954179688,2023,3,14,28.9,45.2
U954179688,2023,3,15,27.7,47.8
U954179688,2023,3,16,27.7,48.9
U954179688,2023,3,17,25.9,44.0
U954179688,2023,3,18,26.4,51.8
U954179688,2023,3,19,25.9,38.5
U954179688,2023,3,20,30.3,31.6
U954179688,2023,3,21,26.9,42.5
U954179688,2023,3,22,26.6,45.0
U954179688,2023,3,23,25.0,44.6
U954179688,2023,3,24,29.4,49.3
U954179688,2023,3,25,27.3,39.5
U954179688,2023,3,26,28.0,40.0
U954179688,2023,3,27,23.2,46.3
U954179688,2023,3,28,,42.8
U954179688,2023,3,29,26.1,40.9
U954179688,2023,3,30,25.2,38.6
U954179688,2023,3,31,25.2,50.9
U3713136,2023,1,1,27.5,47.5
U3713136,2023,1,2,31.0,
U3713136,2023,1,3,30.1,48.2
U3713136,2023,1,4,27.5,51.6
U3713136,2023,1,5,29.3,48.7
U3713136,2023,1,6,29.5,43.0
U3713136,2023,1,7,29.3,43.9
U3713136,2023,1,8,32.4,49.1
U3713136,2023,1,9,28.5,45.4
U3713136,2023,1,10,25.9,42.6
U3713136,2023,1,11,26.6,
U3713136,2023,1,12,27.8,46.7
U3713136,2023,1,13,29.3,44.6
U3713136,2023,1,14,32.8,46.4
U3713136,2023,1,15,29.8,50.8
U3713136,2023,1,16,31.8,
U3713136,2023,1,17,28.2,41.3
U3713136,2023,1,18,26.8,45.8
U3713136,2023,1,19,30.3,41.2
U3713136,2023,1,20,30.5,43.3
U3713136,2023,1,21,31.4,47.3
U3713136,2023,1,22,25.9,47.3
U3713136,2023,1,23,27.2,44.5
U3713136,2023,1,24,27.7,39.7
U3713136,2023,1,25,,43.2
U3713136,2023,1,26,30.9,46.5
U3713136,2023,1,27,27.6,38.7
U3713136,2023,1,28,29.3,48.8
U3713136,2023,1,29,29.9,45.8
U3713136,2023,1,30,30.8,38.1
U3713136,2023,1,31,24.8,47.8
U3713136,2023,2,1,25.6,40.2
U3713136,2023,2,2,26.7,34.8
U3713136,2023,2,3,27.0,43.4
U3713136,2023,2,4,30.1,49.2
U3713136,2023,2,5,25.5,
U3713136,2023,2,6,30.6,33.8
U3713136,2023,2,7,29.7,39.6
U3713136,2023,2,8,29.5,44.0
U3713136,2023,2,9,28.5,42.3
U3713136,2023,2,10,26.6,34.9
U3713136,2023,2,11,25.0,42.2
U3713136,2023,2,12,32.0,40.7
U3713136,2023,2,13,31.7,41.2
U3713136,2023,2,14,32.2,43.3
U3713136,2023,2,15,30.5,
U3713136,2023,2,16,26.6,
U3713136,2023,2,17,28.4,40.6
U3713136,2023,2,18,31.1,51.0
U3713136,2023,2,19,24.4,44.7
U3713136,2023,2,20,27.5,47.3
U3713136,2023,2,21,28.1,47.9
U3713136,2023,2,22,31.4,36.8
U3713136,2023,2,23,28.5,47.6
U3713136,2023,2,24,27.7,49.4
U3713136,2023,2,25,33.2,45.6
U3713136,2023,2,26,26.0,45.4
U3713136,2023,2,27,30.8,44.9
U3713136,2023,2,28,26.4,43.8
U3713136,2023,3,1,26.6,42.1
U3713136,2023,3,2,20.9,35.9
U3713136,2023,3,3,26.9,38.7
U3713136,2023,3,4,30.0,52.8
U3713136,2023,3,5,30.8,50.8
U3713136,2023,3,6,,41.4
U3713136,2023,3,7,27.9,43.8
U3713136,2023,3,8,31.7,42.8
U3713136,2023,3,9,30.5,48.7
U3713136,2023,3,10,30.6,42.9
U3713136,2023,3,11,27.5,37.3
U3713136,2023,3,12,26.6,42.7
U3713136,2023,3,13,22.0,45.2
U3713136,2023,3,14,26.0,43.2
U3713136,2023,3,15,24.6,41.5
U3713136,2023,3,16,25.4,52.8
U3713136,2023,3,17,26.0,38.1
U3713136,2023,3,18,26.8,50.5
U3713136,2023,3,19,25.9,41.3
U3713136,2023,3,20,31.7,39.0
U3713136,2023,3,21,28.3,50.8
U3713136,2023,3,22,26.2,47.1
U3713136,2023,3,23,24.6,39.6
U3713136,2023,3,24,24.4,41.7
U3713136,2023,3,25,32.8,43.1
U3713136,2023,3,26,23.5,54.6
U3713136,2023,3,27,27.2,35.7
U3713136,2023,3,28,29.9,41.1
U3713136,2023,3,29,30.5,45.4
U3713136,2023,3,30,30.6,43.0
U3713136,2023,3,31,28.1,42.2
78 thornhaven avenue,2023,1,1,30.7,43.7
78 thornhaven avenue,2023,1,2,27.0,44.0
78 thornhaven avenue,2023,1,3,29.2,41.8
78 thornhaven avenue,2023,1,4,26.0,40.1
78 thornhaven avenue,2023,1,5,31.0,34.3
78 thornhaven avenue,2023,1,6,30.2,50.3
78 thornhaven avenue,2023,1,7,24.1,38.9
78 thornhaven avenue,2023,1,8,29.8,38.4
78 thornhaven avenue,2023,1,9,27.0,39.2
78 thornhaven avenue,2023,1,10,28.2,28.7
78 thornhaven avenue,2023,1,11,26.7,54.3
78 thornhaven avenue,2023,1,12,30.6,40.4
78 thornhaven avenue,2023,1,13,28.2,42.9
78 thornhaven avenue,2023,1,14,28.0,47.7
78 thornhaven avenue,2023,1,15,31.0,51.3
78 thornhaven avenue,2023,1,16,30.8,44.5
78 thornhaven avenue,2023,1,17,32.3,47.7
78 thornhaven avenue,2023,1,18,33.2,31.4
78 thornhaven avenue,2023,1,19,27.1,41.7
78 thornhaven avenue,2023,1,20,27.9,49.9
78 thornhaven avenue,2023,1,21,27.5,41.9
78 thornhaven avenue,2023,1,22,,47.9
78 thornhaven avenue,2023,1,23,32.2,50.8
78 thornhaven avenue,2023,1,24,29.3,52.5
78 thornhaven avenue,2023,1,25,30.0,49.3
78 thornhaven avenue,2023,1,26,30.8,38.7
78 thornhaven avenue,2023,1,27,25.0,43.9
78 thornhaven avenue,2023,1,28,27.4,
78 thornhaven avenue,2023,1,29,28.0,
78 thornhaven avenue,2023,1,30,28.7,48.6
78 thornhaven avenue,2023,1,31,33.0,42.9
78 thornhaven avenue,2023,2,1,24.4,52.5
78 thornhaven avenue,2023,2,2,30.0,51.0
78 thornhaven avenue,2023,2,3,27.3,39.6
78 thornhaven avenue,2023,2,4,31.0,45.4
78 thornhaven avenue,2023,2,5,22.3,53.2
78 thornhaven avenue,2023,2,6,28.6,44.1
78 thornhaven avenue,2023,2,7,30.7,37.1
78 thornhaven avenue,2023,2,8,29.1,34.3
78 thornhaven avenue,2023,2,9,,50.7
78 thornhaven avenue,2023,2,10,29.0,38.6
78 thornhaven avenue,2023,2,11,27.7,41.3
78 thornhaven avenue,2023,2,12,26.0,47.2
78 thornhaven avenue,2023,2,13,33.0,36.9
78 thornhaven avenue,2023,2,14,28.0,38.1
78 thornhaven avenue,2023,2,15,33.0,50.7
78 thornhaven avenue,2023,2,16,30.4,43.9
78 thornhaven avenue,2023,2,17,25.4,46.1
78 thornhaven avenue,2023,2,18,31.3,46.3
78 thornhaven avenue,2023,2,19,29.6,44.9
78 thornhaven avenue,2023,2,20,24.9,44.4
78 thornhaven avenue,2023,2,21,27.3,42.9
78 thornhaven avenue,2023,2,22,24.5,45.8
78 thornhaven avenue,2023,2,23,27.6,48.3
78 thornhaven avenue,2023,2,24,29.3,51.2
78 thornhaven avenue,2023,2,25,30.5,42.7
78 thornhaven avenue,2023,2,26,27.9,52.4
78 thornhaven avenue,2023,2,27,27.3,
78 thornhaven avenue,2023,2,28,34.5,41.7
78 thornhaven avenue,2023,3,1,27.0,48.5
78 thornhaven avenue,2023,3,2,25.4,38.5
78 thornhaven avenue,2023,3,3,24.8,48.0
78 thornhaven avenue,2023,3,4,25.3,51.4
78 thornhaven avenue,2023,3,5,29.7,45.5
78 thornhaven avenue,2023,3,6,26.4,35.1
78 thornhaven avenue,2023,3,7,,51.4
78 thornhaven avenue,2023,3,8,29.5,49.7
78 thornhaven avenue,2023,3,9,26.9,42.7
78 thornhaven avenue,2023,3,10,26.2,45.5
78 thornhaven avenue,2023,3,11,26.1,44.1
78 thornhaven avenue,2023,3,12,27.4,37.7
78 thornhaven avenue,2023,3,13,29.1,35.7
78 thornhaven avenue,2023,3,14,26.2,46.6
78 thornhaven avenue,2023,3,15,23.5,46.6
78 thornhaven avenue,2023,3,16,27.7,38.6
78 thornhaven avenue,2023,3,17,29.0,48.1
78 thornhaven avenue,2023,3,18,28.1,48.1
78 thornhaven avenue,2023,3,19,24.0,50.1
78 thornhaven avenue,2023,3,20,25.1,50.1
78 thornhaven avenue,2023,3,21,24.5,44.9
78 thornhaven avenue,2023,3,22,28.0,53.3
78 thornhaven avenue,2023,3,23,28.2,38.3
78 thornhaven avenue,2023,3,24,,35.6
78 thornhaven avenue,2023,3,25,21.0,54.2
78 thornhaven avenue,2023,3,26,29.3,45.4
78 thornhaven avenue,2023,3,27,23.9,31.1
78 thornhaven avenue,2023,3,28,23.1,39.3
78 thornhaven avenue,2023,3,29,24.0,38.5
78 thornhaven avenue,2023,3,30,33.4,39.9
78 thornhaven avenue,2023,3,31,23.6,43.6
U1183557,2023,1,1,27.6,42.3
U1183557,2023,1,2,30.7,42.6
U1183557,2023,1,3,33.5,53.8
U1183557,2023,1,4,27.5,48.5
U1183557,2023,1,5,29.0,39.2
U1183557,2023,1,6,28.7,47.3
U1183557,2023,1,7,30.7,51.0
U1183557,2023,1,8,26.2,
U1183557,2023,1,9,28.3,48.7
U1183557,2023,1,10,30.2,48.3
U1183557,2023,1,11,30.4,36.4
U1183557,2023,1,12,27.0,49.8
U1183557,2023,1,13,24.4,49.7
U1183557,2023,1,14,29.5,47.8
U1183557,2023,1,15,31.4,
U1183557,2023,1,16,25.1,48.5
U1183557,2023,1,17,30.0,35.5
U1183557,2023,1,18,25.8,37.5
U1183557,2023,1,19,28.5,45.4
U1183557,2023,1,20,30.2,48.7
U1183557,2023,1,21,31.3,35.0
U1183557,2023,1,22,27.5,46.5
U1183557,2023,1,23,24.2,36.6
U1183557,2023,1,24,30.2,
U1183557,2023,1,25,30.8,
U1183557,2023,1,26,28.4,38.3
U1183557,2023,1,27,31.0,49.5
U1183557,2023,1,28,30.5,49.2
U1183557,2023,1,29,31.7,50.5
U1183557,2023,1,30,28.2,40.4
U1183557,2023,1,31,32.0,46.9
U1183557,2023,2,1,29.3,41.5
U1183557,2023,2,2,28.5,43.6
U1183557,2023,2,3,27.7,42.3
U1183557,2023,2,4,,
U1183557,2023,2,5,22.8,45.8
U1183557,2023,2,6,29.7,46.8
U1183557,2023,2,7,29.2,44.7
U1183557,2023,2,8,26.6,38.6
U1183557,2023,2,9,31.0,41.6
U1183557,2023,2,10,29.7,40.9
U1183557,2023,2,11,27.1,35.2
U1183557,2023,2,12,30.7,29.0
U1183557,2023,2,13,27.4,
U1183557,2023,2,14,31.5,36.8
U1183557,2023,2,15,28.0,37.4
U1183557,2023,2,16,25.7,49.8
U1183557,2023,2,17,27.2,42.3
U1183557,2023,2,18,27.3,49.7
U1183557,2023,2,19,26.1,
U1183557,2023,2,20,27.7,48.3
U1183557,2023,2,21,28.2,44.8
U1183557,2023,2,22,27.5,43.0
U1183557,2023,2,23,26.0,38.4
U1183557,2023,2,24,25.6,49.8
U1183557,2023,2,25,26.4,48.7
U1183557,2023,2,26,25.2,49.9
U1183557,2023,2,27,26.4,
U1183557,2023,2,28,24.0,48.3
U1183557,2023,3,1,25.1,46.5
U1183557,2023,3,2,29.1,46.8
U1183557,2023,3,3,27.7,45.9
U1183557,2023,3,4,24.5,45.8
U1183557,2023,3,5,29.3,37.7
U1183557,2023,3,6,27.4,35.7
U1183557,2023,3,7,25.3,43.7
U1183557,2023,3,8,24.8,39.3
U1183557,2023,3,9,29.3,37.2
U1183557,2023,3,10,29.4,41.3
U1183557,2023,3,11,25.0,50.4
U1183557,2023,3,12,31.3,43.7
U1183557,2023,3,13,,47.6
U1183557,2023,3,14,29.1,35.9
U1183557,2023,3,15,26.9,42.8
U1183557,2023,3,16,27.3,46.5
U1183557,2023,3,17,27.5,36.0
U1183557,2023,3,18,28.7,34.4
U1183557,2023,3,19,24.9,50.5
U1183557,2023,3,20,26.5,52.4
U1183557,2023,3,21,31.3,45.6
U1183557,2023,3,22,27.9,42.2
U1183557,2023,3,23,22.1,40.1
U1183557,2023,3,24,27.7,40.1
U1183557,2023,3,25,29.3,43.1
U1183557,2023,3,26,27.1,42.5
U1183557,2023,3,27,23.4,
U1183557,2023,3,28,27.8,46.2
U1183557,2023,3,29,29.4,
U1183557,2023,3,30,26.0,56.8
U1183557,2023,3,31,26.9,39.2
U321861,2023,1,1,34.4,45.4
U321861,2023,1,2,38.7,46.6
U321861,2023,1,3,35.5,45.6
U321861,2023,1,4,31.1,49.4
U321861,2023,1,5,36.7,48.6
U321861,2023,1,6,30.3,40.7
U321861,2023,1,7,30.5,51.6
U321861,2023,1,8,31.6,48.1
U321861,2023,1,9,34.4,45.7
U321861,2023,1,10,37.5,32.8
U321861,2023,1,11,36.9,37.4
U321861,2023,1,12,31.9,35.1
U321861,2023,1,13,36.2,35.9
U321861,2023,1,14,30.4,
U321861,2023,1,15,33.9,39.2
U321861,2023,1,16,31.2,41.9
U321861,2023,1,17,35.5,41.6
U321861,2023,1,18,28.5,38.6
U321861,2023,1,19,36.1,40.3
U321861,2023,1,20,37.0,43.8
U321861,2023,1,21,32.0,43.6
U321861,2023,1,22,31.8,41.2
U321861,2023,1,23,34.1,52.5
U321861,2023,1,24,31.6,
U321861,2023,1,25,38.9,38.5
U321861,2023,1,26,29.8,52.7
U321861,2023,1,27,35.8,33.5
U321861,2023,1,28,37.3,47.5
U321861,2023,1,29,36.5,46.5
U321861,2023,1,30,36.1,38.9
U321861,2023,1,31,32.7,43.9
U321861,2023,2,1,27.8,39.9
U321861,2023,2,2,34.8,43.4
U321861,2023,2,3,33.4,42.7
U321861,2023,2,4,33.7,43.0
U321861,2023,2,5,28.7,44.0
U321861,2023,2,6,31.8,34.7
U321861,2023,2,7,33.3,37.9
U321861,2023,2,8,33.4,29.6
U321861,2023,2,9,33.3,35.6
U321861,2023,2,10,38.7,42.6
U321861,2023,2,11,30.8,
U321861,2023,2,12,33.4,50.1
U321861,2023,2,13,30.5,45.2
U321861,2023,2,14,31.5,41.5
U321861,2023,2,15,32.4,36.2
U321861,2023,2,16,36.5,37.9
U321861,2023,2,17,36.7,49.5
U321861,2023,2,18,38.9,
U321861,2023,2,19,31.1,45.4
U321861,2023,2,20,36.8,44.3
U321861,2023,2,21,31.9,36.8
U321861,2023,2,22,33.9,44.5
U321861,2023,2,23,27.2,29.0
U321861,2023,2,24,37.6,49.7
U321861,2023,2,25,33.4,36.3
U321861,2023,2,26,33.4,47.5
U321861,2023,2,27,35.9,
U321861,2023,2,28,36.9,33.6
U321861,2023,3,1,30.7,33.6
U321861,2023,3,2,33.0,46.7
U321861,2023,3,3,32.3,40.7
U321861,2023,3,4,31.7,47.1
U321861,2023,3,5,31.1,48.5
U321861,2023,3,6,30.1,46.4
U321861,2023,3,7,32.7,43.4
U321861,2023,3,8,28.8,36.9
U321861,2023,3,9,31.6,37.8
U321861,2023,3,10,32.1,44.6
U321861,2023,3,11,29.9,48.3
U321861,2023,3,12,31.6,43.3
U321861,2023,3,13,28.4,48.4
U321861,2023,3,14,36.0,40.0
U321861,2023,3,15,31.7,39.3
U321861,2023,3,16,33.9,38.0
U321861,2023,3,17,33.8,44.9
U321861,2023,3,18,32.4,40.2
U321861,2023,3,19,35.9,42.3
U321861,2023,3,20,32.4,30.5
U321861,2023,3,21,28.1,42.5
U321861,2023,3,22,32.1,44.0
U321861,2023,3,23,37.4,38.7
U321861,2023,3,24,30.7,44.5
U321861,2023,3,25,34.1,37.5
U321861,2023,3,26,35.4,38.4
U321861,2023,3,27,31.2,34.1
U321861,2023,3,28,30.9,
U321861,2023,3,29,30.4,36.7
U321861,2023,3,30,32.0,47.9
U321861,2023,3,31,29.5,44.4
U735244,2023,1,1,30.7,46.7
U735244,2023,1,2,38.0,40.3
U735244,2023,1,3,35.1,45.0
U735244,2023,1,4,37.0,43.1
U735244,2023,1,5,38.8,39.0
U735244,2023,1,6,35.6,28.8
U735244,2023,1,7,35.4,45.7
U735244,2023,1,8,32.7,39.0
U735244,2023,1,9,32.0,32.3
U735244,2023,1,10,30.5,43.9
U735244,2023,1,11,,34.8
U735244,2023,1,12,35.5,32.4
U735244,2023,1,13,30.2,50.6
U735244,2023,1,14,30.6,
U735244,2023,1,15,33.9,43.5
U735244,2023,1,16,34.1,33.7
U735244,2023,1,17,33.1,33.5
U735244,2023,1,18,32.7,37.9
U735244,2023,1,19,31.2,47.7
U735244,2023,1,20,31.2,36.1
U735244,2023,1,21,29.3,47.0
U735244,2023,1,22,34.5,40.8
U735244,2023,1,23,34.9,36.8
U735244,2023,1,24,33.6,36.8
U735244,2023,1,25,33.8,31.8
U735244,2023,1,26,32.4,43.2
U735244,2023,1,27,33.1,45.5
U735244,2023,1,28,34.8,44.6
U735244,2023,1,29,36.3,36.9
U735244,2023,1,30,36.7,
U735244,2023,1,31,31.8,37.4
U735244,2023,2,1,31.8,35.7
U735244,2023,2,2,34.4,43.9
U735244,2023,2,3,32.1,38.1
U735244,2023,2,4,37.5,42.1
U735244,2023,2,5,31.1,38.3
U735244,2023,2,6,31.2,47.3
U735244,2023,2,7,31.8,34.0
U735244,2023,2,8,32.1,40.6
U735244,2023,2,9,33.6,37.0
U735244,2023,2,10,31.5,
U735244,2023,2,11,37.3,47.7
U735244,2023,2,12,31.9,46.2
U735244,2023,2,13,,42.3
U735244,2023,2,14,37.2,46.7
U735244,2023,2,15,36.7,38.9
U735244,2023,2,16,34.3,38.4
U735244,2023,2,17,29.4,34.4
U735244,2023,2,18,27.6,40.5
U735244,2023,2,19,36.8,44.1
U735244,2023,2,20,29.0,40.8
U735244,2023,2,21,31.9,41.2
U735244,2023,2,22,32.3,39.4
U735244,2023,2,23,32.5,
U735244,2023,2,24,33.3,43.2
U735244,2023,2,25,34.8,38.3
U735244,2023,2,26,35.4,39.1
U735244,2023,2,27,35.0,36.5
U735244,2023,2,28,34.4,39.3
U735244,2023,3,1,33.9,41.2
U735244,2023,3,2,31.7,37.6
U735244,2023,3,3,33.4,37.0
U735244,2023,3,4,27.0,43.7
U735244,2023,3,5,28.7,47.5
U735244,2023,3,6,32.8,36.6
U735244,2023,3,7,30.2,38.1
U735244,2023,3,8,31.2,
U735244,2023,3,9,35.1,39.2
U735244,2023,3,10,29.5,45.3
U735244,2023,3,11,32.0,
U735244,2023,3,12,32.6,53.6
U735244,2023,3,13,36.7,38.9
U735244,2023,3,14,32.1,31.6
U735244,2023,3,15,32.9,
U735244,2023,3,16,27.8,43.7
U735244,2023,3,17,31.8,38.3
U735244,2023,3,18,27.4,46.7
U735244,2023,3,19,34.3,47.7
U735244,2023,3,20,30.1,39.0
U735244,2023,3,21,31.9,40.2
U735244,2023,3,22,30.9,44.0
U735244,2023,3,23,36.1,49.2
U735244,2023,3,24,34.8,35.2
U735244,2023,3,25,33.1,50.6
U735244,2023,3,26,33.7,41.6
U735244,2023,3,27,31.9,38.5
U735244,2023,3,28,29.3,38.3
U735244,2023,3,29,27.4,38.0
U735244,2023,3,30,30.2,41.6
U735244,2023,3,31,35.3,39.6
U904891,2023,1,1,30.6,49.9
U904891,2023,1,2,35.0,45.8
U904891,2023,1,3,36.0,31.8
U904891,2023,1,4,32.4,
U904891,2023,1,5,35.6,43.5
U904891,2023,1,6,36.9,
U904891,2023,1,7,35.2,39.2
U904891,2023,1,8,39.2,51.8
U904891,2023,1,9,33.2,43.9
U904891,2023,1,10,33.4,39.4
U904891,2023,1,11,34.6,35.6
U904891,2023,1,12,37.6,45.8
U904891,2023,1,13,36.1,
U904891,2023,1,14,33.7,44.0
U904891,2023,1,15,28.6,
U904891,2023,1,16,36.7,41.6
U904891,2023,1,17,,39.6
U904891,2023,1,18,30.2,40.5
U904891,2023,1,19,28.8,34.5
U904891,2023,1,20,33.9,44.6
U904891,2023,1,21,35.3,36.6
U904891,2023,1,22,35.7,
U904891,2023,1,23,36.2,46.2
U904891,2023,1,24,37.4,47.0
U904891,2023,1,25,33.8,41.0
U904891,2023,1,26,30.4,36.0
U904891,2023,1,27,32.5,
U904891,2023,1,28,39.5,43.3
U904891,2023,1,29,37.1,40.0
U904891,2023,1,30,33.6,38.7
U904891,2023,1,31,33.7,39.4
U904891,2023,2,1,33.3,35.1
U904891,2023,2,2,33.8,49.1
U904891,2023,2,3,29.5,
U904891,2023,2,4,34.7,
U904891,2023,2,5,36.6,44.5
U904891,2023,2,6,34.4,39.0
U904891,2023,2,7,33.1,
U904891,2023,2,8,32.2,39.0
U904891,2023,2,9,32.4,33.9
U904891,2023,2,10,32.3,35.2
U904891,2023,2,11,36.2,40.2
U904891,2023,2,12,33.0,47.3
U904891,2023,2,13,30.8,39.9
U904891,2023,2,14,32.6,37.4
U904891,2023,2,15,34.0,34.3
U904891,2023,2,16,31.0,41.7
U904891,2023,2,17,,
U904891,2023,2,18,26.8,45.1
U904891,2023,2,19,30.9,39.2
U904891,2023,2,20,32.3,39.1
U904891,2023,2,21,30.3,44.5
U904891,2023,2,22,36.0,34.9
U904891,2023,2,23,30.4,39.6
U904891,2023,2,24,32.8,42.9
U904891,2023,2,25,33.0,47.6
U904891,2023,2,26,30.6,41.9
U904891,2023,2,27,35.1,43.4
U904891,2023,2,28,31.4,31.4
U904891,2023,3,1,32.0,35.8
U904891,2023,3,2,33.0,37.4
U904891,2023,3,3,32.4,43.9
U904891,2023,3,4,33.5,38.0
U904891,2023,3,5,30.1,42.7
U904891,2023,3,6,31.2,43.4
U904891,2023,3,7,33.3,41.3
U904891,2023,3,8,35.6,45.3
U904891,2023,3,9,28.5,39.6
U904891,2023,3,10,34.9,35.8
U904891,2023,3,11,34.6,
U904891,2023,3,12,29.5,40.5
U904891,2023,3,13,28.2,35.9
U904891,2023,3,14,34.6,
U904891,2023,3,15,,32.9
U904891,2023,3,16,31.6,47.9
U904891,2023,3,17,32.6,44.1
U904891,2023,3,18,32.5,37.7
U904891,2023,3,19,34.1,43.4
U904891,2023,3,20,39.1,39.3
U904891,2023,3,21,34.1,40.8
U904891,2023,3,22,34.9,41.6
U904891,2023,3,23,30.0,39.1
U904891,2023,3,24,30.6,32.8
U904891,2023,3,25,33.0,44.5
U904891,2023,3,26,32.1,46.2
U904891,2023,3,27,32.0,47.4
U904891,2023,3,28,33.6,39.9
U904891,2023,3,29,32.5,40.9
U904891,2023,3,30,31.4,32.5
U904891,2023,3,31,30.1,43.8
U031190396,2023,1,1,33.9,34.3
U031190396,2023,1,2,31.1,37.1
U031190396,2023,1,3,35.3,44.7
U031190396,2023,1,4,38.0,39.6
U031190396,2023,1,5,40.3,41.4
U031190396,2023,1,6,34.6,34.9
U031190396,2023,1,7,36.2,42.0
U031190396,2023,1,8,31.3,46.4
U031190396,2023,1,9,34.3,51.0
U031190396,2023,1,10,35.9,32.4
U031190396,2023,1,11,29.0,37.5
U031190396,2023,1,12,31.0,37.2
U031190396,2023,1,13,37.4,36.7
U031190396,2023,1,14,32.2,41.1
U031190396,2023,1,15,38.6,42.7
U031190396,2023,1,16,30.9,35.7
U031190396,2023,1,17,40.2,35.1
U031190396,2023,1,18,32.5,44.5
U031190396,2023,1,19,35.5,42.2
U031190396,2023,1,20,36.2,38.0
U031190396,2023,1,21,35.8,43.6
U031190396,2023,1,22,36.2,35.3
U031190396,2023,1,23,29.8,41.9
U031190396,2023,1,24,34.5,39.7
U031190396,2023,1,25,32.0,
U031190396,2023,1,26,35.3,
U031190396,2023,1,27,32.6,39.9
U031190396,2023,1,28,32.5,38.1
U031190396,2023,1,29,33.1,52.2
U031190396,2023,1,30,33.3,45.0
U031190396,2023,1,31,38.8,36.3
U031190396,2023,2,1,32.4,54.2
U031190396,2023,2,2,28.9,39.4
U031190396,2023,2,3,32.8,45.9
U031190396,2023,2,4,33.2,44.9
U031190396,2023,2,5,32.6,44.3
U031190396,2023,2,6,38.4,46.8
U031190396,2023,2,7,33.8,42.2
U031190396,2023,2,8,29.7,43.9
U031190396,2023,2,9,28.7,41.1
U031190396,2023,2,10,29.3,43.1
U031190396,2023,2,11,32.3,35.5
U031190396,2023,2,12,35.3,39.1
U031190396,2023,2,13,32.8,44.8
U031190396,2023,2,14,34.5,42.4
U031190396,2023,2,15,34.1,41.1
U031190396,2023,2,16,34.2,38.7
U031190396,2023,2,17,30.2,
U031190396,2023,2,18,33.7,40.6
U031190396,2023,2,19,33.2,45.6
U031190396,2023,2,20,34.2,44.8
U031190396,2023,2,21,33.5,45.2
U031190396,2023,2,22,32.4,32.7
U031190396,2023,2,23,32.9,41.1
U031190396,2023,2,24,35.4,34.4
U031190396,2023,2,25,34.2,45.1
U031190396,2023,2,26,33.2,46.1
U031190396,2023,2,27,37.4,45.0
U031190396,2023,2,28,30.5,44.1
U031190396,2023,3,1,31.2,36.0
U031190396,2023,3,2,30.2,41.6
U031190396,2023,3,3,30.5,33.5
U031190396,2023,3,4,29.5,
U031190396,2023,3,5,32.3,41.9
U031190396,2023,3,6,31.4,38.7
U031190396,2023,3,7,31.5,47.8
U031190396,2023,3,8,33.8,43.8
U031190396,2023,3,9,32.5,43.2
U031190396,2023,3,10,31.4,41.1
U031190396,2023,3,11,30.0,33.5
U031190396,2023,3,12,33.6,47.7
U031190396,2023,3,13,,47.0
U031190396,2023,3,14,31.7,46.2
U031190396,2023,3,15,31.6,
U031190396,2023,3,16,27.6,43.4
U031190396,2023,3,17,31.3,40.2
U031190396,2023,3,18,31.3,50.9
U031190396,2023,3,19,,50.2
U031190396,2023,3,20,29.5,41.0
U031190396,2023,3,21,31.7,43.2
U031190396,2023,3,22,33.3,39.0
U031190396,2023,3,23,30.2,38.4
U031190396,2023,3,24,33.1,39.7
