reference,year,month,day,avgTemperature,avgHumidity,avgCo2
sowgate walk 17,2023,2,24,17.44,61.54,564.07
sowgate walk 17,2023,2,25,18.5,60.49,718.16
sowgate walk 17,2023,2,26,18.21,58.3,717.13
sowgate walk 17,2023,2,27,17.98,60.11,603.06
sowgate walk 17,2023,2,28,18.98,59.92,
sowgate walk 17,2023,3,1,18.23,61.92,648.16
sowgate walk 17,2023,3,2,18.05,61.91,696.98
sowgate walk 17,2023,3,3,18.5,58.34,
sowgate walk 17,2023,3,4,20.15,58.01,650.81
sowgate walk 17,2023,3,5,18.83,56.76,714.48
sowgate walk 17,2023,3,6,19.55,63.73,620.91
sowgate walk 17,2023,3,7,18.59,62.44,780.96
sowgate walk 17,2023,3,8,19.29,61.05,559.51
sowgate walk 17,2023,3,9,19.49,60.51,651.32
sowgate walk 17,2023,3,10,18.92,57.82,
sowgate walk 17,2023,3,11,18.99,,682.11
sowgate walk 17,2023,3,12,18.21,61.95,600.33
sowgate walk 17,2023,3,13,18.57,53.78,652.1
sowgate walk 17,2023,3,14,18.34,60.49,584.89
sowgate walk 17,2023,3,15,18.59,62.12,
sowgate walk 17,2023,3,16,19.04,59.78,435.88
sowgate walk 17,2023,3,17,18.65,63.6,597.09
sowgate walk 17,2023,3,18,18.28,56.86,
sowgate walk 17,2023,3,19,19.83,60.42,576.86
sowgate walk 17,2023,3,20,19.73,53.15,635.06
sowgate walk 17,2023,3,21,18.39,57.72,545.89
sowgate walk 17,2023,3,22,18.22,60.75,
sowgate walk 17,2023,3,23,19.42,59.68,
sowgate walk 17,2023,3,24,18.93,56.35,618.29
sowgate walk 17,2023,3,25,19.59,55.3,733.43
sowgate walk 17,2023,3,26,19.04,62.14,526.92
sowgate walk 17,2023,3,27,18.6,59.65,
sowgate walk 17,2023,3,28,18.23,56.34,
sowgate walk 17,2023,3,29,18.21,58.44,656.99
sowgate walk 17,2023,3,30,19.14,55.74,
sowgate walk 17,2023,3,31,19.78,61.2,562.55
U882661553,2023,1,1,16.16,61.69,564.56
U882661553,2023,1,2,15.98,58.93,573.31
U882661553,2023,1,3,16.35,62.89,
U882661553,2023,1,4,15.57,59.16,622.62
U882661553,2023,1,5,16.44,66.13,
U882661553,2023,1,6,16.82,63.41,
U882661553,2023,1,7,16.59,62.34,662.81
U882661553,2023,1,8,15.39,63.53,
U882661553,2023,1,9,15.95,67.27,
U882661553,2023,1,10,16.66,55.58,716.85
U882661553,2023,1,11,16.4,65.07,
U882661553,2023,1,12,16.29,63.29,
U882661553,2023,1,13,16.86,65.41,718.2
U882661553,2023,1,14,15.47,59.87,580.03
U882661553,2023,1,15,15.55,63.05,642.51
U882661553,2023,1,16,17.01,65.32,637.49
U882661553,2023,1,17,15.71,66.01,624.89
U882661553,2023,1,18,16.23,65.55,595.48
U882661553,2023,1,19,15.76,62.93,
U882661553,2023,1,20,16.27,63.43,605.57
U882661553,2023,1,21,16.76,60.39,618.79
U882661553,2023,1,22,15.9,61.62,
U882661553,2023,1,23,15.93,64.1,
U882661553,2023,1,24,16.46,61.18,653.05
U882661553,2023,1,25,15.82,,
U882661553,2023,1,26,16.49,59.34,688.72
U882661553,2023,1,27,15.88,65.71,707.06
U882661553,2023,1,28,16.87,61.47,
U882661553,2023,1,29,16.73,61.62,
U882661553,2023,1,30,15.68,62.65,665.32
U882661553,2023,1,31,15.02,62.56,584.79
U882661553,2023,2,1,15.96,62.14,735.01
U882661553,2023,2,2,16.05,64.57,707.39
U882661553,2023,2,3,16.06,57.53,579.68
U882661553,2023,2,4,15.94,66.39,637.68
U882661553,2023,2,5,16.69,,
U882661553,2023,2,6,16.52,58.4,
U882661553,2023,2,7,15.79,64.03,681.63
U882661553,2023,2,8,15.86,62.53,627.37
U882661553,2023,2,9,17.01,64.51,545.36
U882661553,2023,2,10,16.06,60.67,669.98
U882661553,2023,2,11,17.44,63.73,606.39
U882661553,2023,2,12,15.96,58.84,
U882661553,2023,2,13,16.56,63.77,639.51
U882661553,2023,2,14,16.92,65.29,621.97
U882661553,2023,2,15,16.41,59.78,589.14
U882661553,2023,2,16,16.45,66.48,709.03
U882661553,2023,2,17,17.12,60.84,679.05
U882661553,2023,2,18,17.45,62.05,634.45
U882661553,2023,2,19,16.83,63.88,643.0
U882661553,2023,2,20,16.04,60.27,756.87
U882661553,2023,2,21,17.11,65.69,656.3
U882661553,2023,2,22,15.73,61.22,641.18
U882661553,2023,2,23,16.13,59.62,631.98
U882661553,2023,2,24,16.68,64.83,662.52
U882661553,2023,2,25,16.77,56.26,
U882661553,2023,2,26,,,
U882661553,2023,2,27,15.72,58.65,
U882661553,2023,2,28,16.67,61.77,733.28
U882661553,2023,3,1,17.29,66.24,530.98
U882661553,2023,3,2,17.32,65.77,
U882661553,2023,3,3,,66.45,557.8
U882661553,2023,3,4,17.78,62.56,690.14
U882661553,2023,3,5,18.2,,681.08
U882661553,2023,3,6,18.35,61.02,634.94
U882661553,2023,3,7,16.61,64.97,639.8
U882661553,2023,3,8,17.11,56.92,686.95
U882661553,2023,3,9,16.5,61.84,583.72
U882661553,2023,3,10,17.43,61.93,
U882661553,2023,3,11,16.55,,687.14
U882661553,2023,3,12,16.78,59.79,
U882661553,2023,3,13,17.24,66.85,665.76
U882661553,2023,3,14,16.66,62.42,
U882661553,2023,3,15,17.9,59.01,629.0
U882661553,2023,3,16,18.12,63.8,756.58
U882661553,2023,3,17,16.45,62.41,607.01
U882661553,2023,3,18,,59.52,
U882661553,2023,3,19,16.83,67.21,593.98
U882661553,2023,3,20,16.86,64.42,554.25
U882661553,2023,3,21,16.21,63.15,
U882661553,2023,3,22,16.79,65.82,
U882661553,2023,3,23,16.99,63.07,
U882661553,2023,3,24,17.38,60.68,687.28
U882661553,2023,3,25,17.47,59.14,604.61
U882661553,2023,3,26,17.01,64.18,585.67
U882661553,2023,3,27,16.97,61.04,622.05
U882661553,2023,3,28,16.74,59.24,560.2
U882661553,2023,3,29,17.21,66.42,
U882661553,2023,3,30,16.18,62.24,677.96
U882661553,2023,3,31,16.88,60.85,
U354490786,2023,1,1,17.45,64.88,711.03
U354490786,2023,1,2,17.98,59.65,693.72
U354490786,2023,1,3,17.68,64.47,627.06
U354490786,2023,1,4,17.23,62.97,
U354490786,2023,1,5,,63.08,
U354490786,2023,1,6,16.49,61.77,635.17
U354490786,2023,1,7,16.68,63.25,
U354490786,2023,1,8,19.25,62.12,727.63
U354490786,2023,1,9,17.34,64.52,
U354490786,2023,1,10,16.77,58.5,
U354490786,2023,1,11,16.81,64.3,
U354490786,2023,1,12,18.22,61.42,
U354490786,2023,1,13,,62.32,
U354490786,2023,1,14,17.73,60.75,
U354490786,2023,1,15,16.13,53.14,701.29
U354490786,2023,1,16,17.98,63.98,702.09
U354490786,2023,1,17,18.6,55.97,
U354490786,2023,1,18,18.65,56.62,
U354490786,2023,1,19,17.23,63.49,613.2
U354490786,2023,1,20,16.3,60.9,608.39
U354490786,2023,1,21,17.27,59.72,735.48
U354490786,2023,1,22,17.24,61.37,
U354490786,2023,1,23,17.3,62.52,655.39
U354490786,2023,1,24,17.29,69.15,682.58
U354490786,2023,1,25,18.11,60.88,
U354490786,2023,1,26,17.18,60.83,564.31
U354490786,2023,1,27,16.91,56.01,588.18
U354490786,2023,1,28,18.64,63.4,673.37
U354490786,2023,1,29,17.57,66.37,655.25
U354490786,2023,1,30,17.88,65.13,575.37
U354490786,2023,1,31,17.28,62.84,511.02
U354490786,2023,2,1,18.3,62.1,
U354490786,2023,2,2,17.65,60.55,
U354490786,2023,2,3,17.74,64.71,633.36
U354490786,2023,2,4,16.77,58.25,555.86
U354490786,2023,2,5,18.02,63.48,663.07
U354490786,2023,2,6,17.79,60.69,
U354490786,2023,2,7,17.47,59.62,
U354490786,2023,2,8,17.75,,637.67
U354490786,2023,2,9,17.65,58.81,
U354490786,2023,2,10,17.52,57.91,640.62
U354490786,2023,2,11,18.78,61.75,609.83
U354490786,2023,2,12,17.67,63.15,586.32
U354490786,2023,2,13,16.68,62.46,634.5
U354490786,2023,2,14,18.1,54.95,
U354490786,2023,2,15,17.7,60.87,590.23
U354490786,2023,2,16,17.68,66.5,
U354490786,2023,2,17,,56.34,687.35
U354490786,2023,2,18,17.97,63.38,586.64
U354490786,2023,2,19,18.29,59.71,553.29
U354490786,2023,2,20,16.67,56.45,
U354490786,2023,2,21,18.09,64.8,
U354490786,2023,2,22,17.76,69.09,481.49
U354490786,2023,2,23,17.04,63.85,
U354490786,2023,2,24,17.54,58.63,574.59
U354490786,2023,2,25,18.71,65.66,
U354490786,2023,2,26,17.99,64.61,
U354490786,2023,2,27,18.25,56.56,
U354490786,2023,2,28,17.98,64.57,561.35
U354490786,2023,3,1,18.92,60.02,735.96
U354490786,2023,3,2,18.04,63.45,
U354490786,2023,3,3,17.57,60.97,
U354490786,2023,3,4,18.27,61.26,652.39
U354490786,2023,3,5,17.89,59.21,627.74
U354490786,2023,3,6,18.6,,638.53
U354490786,2023,3,7,18.99,59.34,675.69
U354490786,2023,3,8,18.1,56.17,573.1
U354490786,2023,3,9,18.88,58.62,609.36
U354490786,2023,3,10,19.68,57.99,701.39
U354490786,2023,3,11,18.22,56.4,567.72
U354490786,2023,3,12,17.93,61.85,636.89
U354490786,2023,3,13,18.4,60.84,
U354490786,2023,3,14,,57.7,600.71
U354490786,2023,3,15,18.51,60.06,
U354490786,2023,3,16,18.25,62.26,692.06
U354490786,2023,3,17,18.24,57.05,606.16
U354490786,2023,3,18,18.23,63.3,678.89
U354490786,2023,3,19,17.62,56.96,605.87
U354490786,2023,3,20,17.93,57.73,612.02
U354490786,2023,3,21,18.08,65.78,596.1
U354490786,2023,3,22,18.7,58.9,577.72
U354490786,2023,3,23,17.85,60.48,615.36
U354490786,2023,3,24,19.18,62.14,657.27
U354490786,2023,3,25,17.82,64.72,
U354490786,2023,3,26,18.22,59.2,635.18
U354490786,2023,3,27,18.29,,600.52
U354490786,2023,3,28,18.36,60.98,
U354490786,2023,3,29,17.88,65.19,
U354490786,2023,3,30,18.89,59.94,641.09
U354490786,2023,3,31,18.06,58.71,799.12
U1641392,2023,1,1,18.4,57.39,
U1641392,2023,1,2,18.64,57.59,
U1641392,2023,1,3,19.29,59.31,693.95
U1641392,2023,1,4,18.15,60.24,
U1641392,2023,1,5,19.34,62.73,
U1641392,2023,1,6,18.41,62.32,
U1641392,2023,1,7,18.48,60.67,
U1641392,2023,1,8,19.2,58.86,
U1641392,2023,1,9,17.92,63.72,
U1641392,2023,1,10,19.02,58.17,696.02
U1641392,2023,1,11,19.08,58.89,589.59
U1641392,2023,1,12,18.84,63.97,707.71
U1641392,2023,1,13,18.58,62.28,
U1641392,2023,1,14,17.84,64.22,
U1641392,2023,1,15,18.61,58.01,
U1641392,2023,1,16,18.87,60.87,
U1641392,2023,1,17,19.36,55.5,
U1641392,2023,1,18,19.48,60.64,
U1641392,2023,1,19,17.62,60.66,
U1641392,2023,1,20,18.34,62.16,637.57
U1641392,2023,1,21,19.4,66.76,
U1641392,2023,1,22,18.84,58.45,684.66
U1641392,2023,1,23,18.95,61.14,
U1641392,2023,1,24,18.53,57.06,
U1641392,2023,1,25,19.03,,
U1641392,2023,1,26,18.72,60.78,698.03
U1641392,2023,1,27,18.58,60.41,552.71
U1641392,2023,1,28,18.45,55.61,
U1641392,2023,1,29,18.73,62.91,
U1641392,2023,1,30,18.59,59.64,693.75
U1641392,2023,1,31,18.37,62.93,
U1641392,2023,2,1,19.11,58.41,
U1641392,2023,2,2,19.54,58.1,
U1641392,2023,2,3,18.47,60.31,
U1641392,2023,2,4,18.95,61.18,
U1641392,2023,2,5,18.62,65.2,
U1641392,2023,2,6,19.83,59.74,671.28
U1641392,2023,2,7,19.31,60.65,701.77
U1641392,2023,2,8,18.86,60.21,
U1641392,2023,2,9,18.9,56.92,608.17
U1641392,2023,2,10,19.07,57.65,
U1641392,2023,2,11,19.3,56.83,
U1641392,2023,2,12,19.26,61.29,
U1641392,2023,2,13,17.91,60.29,
U1641392,2023,2,14,18.95,,730.64
U1641392,2023,2,15,20.08,,667.28
U1641392,2023,2,16,19.03,60.45,
U1641392,2023,2,17,19.59,57.42,
U1641392,2023,2,18,19.31,61.72,
U1641392,2023,2,19,19.47,56.6,
U1641392,2023,2,20,18.76,57.61,
U1641392,2023,2,21,19.22,60.46,
U1641392,2023,2,22,19.49,59.3,
U1641392,2023,2,23,19.11,,
U1641392,2023,2,24,18.17,55.52,
U1641392,2023,2,25,19.04,54.85,
U1641392,2023,2,26,19.28,58.83,
U1641392,2023,2,27,19.63,59.44,
U1641392,2023,2,28,18.58,63.33,
U1641392,2023,3,1,19.96,61.33,
U1641392,2023,3,2,19.95,59.83,
U1641392,2023,3,3,18.74,55.5,567.29
U1641392,2023,3,4,20.44,63.36,
U1641392,2023,3,5,19.85,60.75,561.69
U1641392,2023,3,6,19.67,60.42,
U1641392,2023,3,7,18.96,58.29,
U1641392,2023,3,8,19.24,62.36,
U1641392,2023,3,9,19.95,59.98,
U1641392,2023,3,10,19.19,63.26,
U1641392,2023,3,11,19.73,58.03,651.75
U1641392,2023,3,12,18.73,59.45,
U1641392,2023,3,13,19.78,58.49,
U1641392,2023,3,14,19.62,61.02,
U1641392,2023,3,15,18.84,58.21,
U1641392,2023,3,16,19.42,57.11,
U1641392,2023,3,17,20.37,59.32,
U1641392,2023,3,18,19.31,56.8,
U1641392,2023,3,19,19.08,63.77,
U1641392,2023,3,20,19.43,64.75,
U1641392,2023,3,21,18.85,55.53,
U1641392,2023,3,22,19.21,58.19,649.86
U1641392,2023,3,23,19.07,58.02,
U1641392,2023,3,24,19.46,57.31,
U1641392,2023,3,25,20.54,61.61,
U1641392,2023,3,26,20.38,57.03,583.85
U1641392,2023,3,27,19.16,60.17,
U1641392,2023,3,28,20.4,54.74,716.04
U1641392,2023,3,29,18.88,60.7,
U1641392,2023,3,30,20.25,57.3,
U1641392,2023,3,31,19.24,57.74,
U954179688,2023,1,1,17.76,60.84,614.76
U954179688,2023,1,2,16.82,64.44,668.88
U954179688,2023,1,3,17.98,61.51,
U954179688,2023,1,4,17.74,61.2,713.33
U954179688,2023,1,5,17.73,61.09,
U954179688,2023,1,6,18.42,68.2,685.86
U954179688,2023,1,7,18.2,68.17,
U954179688,2023,1,8,17.86,59.21,
U954179688,2023,1,9,17.22,58.55,
U954179688,2023,1,10,17.63,,680.62
U954179688,2023,1,11,16.62,57.55,643.53
U954179688,2023,1,12,17.96,60.07,636.21
U954179688,2023,1,13,17.9,59.63,
U954179688,2023,1,14,16.78,59.85,586.04
U954179688,2023,1,15,17.59,60.86,661.65
U954179688,2023,1,16,17.32,67.54,549.89
U954179688,2023,1,17,17.02,65.16,647.34
U954179688,2023,1,18,18.27,60.12,
U954179688,2023,1,19,18.36,66.89,
U954179688,2023,1,20,17.16,54.68,
U954179688,2023,1,21,17.55,,618.19
U954179688,2023,1,22,18.12,63.41,734.09
U954179688,2023,1,23,16.72,62.42,588.48
U954179688,2023,1,24,16.71,60.23,542.52
U954179688,2023,1,25,17.6,60.06,594.44
U954179688,2023,1,26,17.36,60.76,
U954179688,2023,1,27,17.97,63.05,689.63
U954179688,2023,1,28,17.75,63.35,
U954179688,2023,1,29,17.74,63.88,
U954179688,2023,1,30,16.94,58.94,532.78
U954179688,2023,1,31,17.12,59.28,642.62
U954179688,2023,2,1,19.43,64.85,
U954179688,2023,2,2,17.63,65.11,588.27
U954179688,2023,2,3,18.05,65.08,704.94
U954179688,2023,2,4,16.87,64.99,692.02
U954179688,2023,2,5,18.83,62.68,609.87
U954179688,2023,2,6,17.93,58.36,733.76
U954179688,2023,2,7,16.73,59.34,574.23
U954179688,2023,2,8,18.31,64.21,634.6
U954179688,2023,2,9,18.05,59.39,701.56
U954179688,2023,2,10,18.71,64.25,652.68
U954179688,2023,2,11,18.44,63.19,707.39
U954179688,2023,2,12,18.12,63.03,
U954179688,2023,2,13,16.88,61.83,698.81
U954179688,2023,2,14,17.64,60.66,
U954179688,2023,2,15,18.32,56.84,
U954179688,2023,2,16,17.78,59.62,614.93
U954179688,2023,2,17,18.21,56.55,682.44
U954179688,2023,2,18,17.19,59.7,612.31
U954179688,2023,2,19,17.84,61.99,654.96
U954179688,2023,2,20,17.23,59.98,
U954179688,2023,2,21,17.57,65.62,560.44
U954179688,2023,2,22,16.82,59.83,756.06
U954179688,2023,2,23,17.21,65.06,572.81
U954179688,2023,2,24,17.48,62.18,
U954179688,2023,2,25,18.16,65.13,633.87
U954179688,2023,2,26,17.76,62.7,
U954179688,2023,2,27,18.17,63.9,657.3
U954179688,2023,2,28,18.22,61.49,
U954179688,2023,3,1,18.32,57.01,661.93
U954179688,2023,3,2,18.27,63.24,660.99
U954179688,2023,3,3,17.41,60.2,625.81
U954179688,2023,3,4,19.34,60.99,
U954179688,2023,3,5,17.84,61.75,698.35
U954179688,2023,3,6,18.11,62.09,
U954179688,2023,3,7,19.06,63.18,
U954179688,2023,3,8,17.79,59.4,647.22
U954179688,2023,3,9,18.49,59.33,639.7
U954179688,2023,3,10,,62.89,717.56
U954179688,2023,3,11,19.24,59.49,750.67
U954179688,2023,3,12,18.1,61.34,595.96
U954179688,2023,3,13,18.17,,553.96
U954179688,2023,3,14,19.14,,651.33
U954179688,2023,3,15,18.92,63.09,565.96
U954179688,2023,3,16,19.14,55.59,654.18
U954179688,2023,3,17,18.69,63.69,
U954179688,2023,3,18,17.77,61.45,
U954179688,2023,3,19,17.69,64.32,680.9
U954179688,2023,3,20,18.65,65.39,
U954179688,2023,3,21,19.19,58.07,
U954179688,2023,3,22,18.26,62.11,637.41
U954179688,2023,3,23,18.49,56.27,652.69
U954179688,2023,3,24,18.33,56.86,544.19
U954179688,2023,3,25,17.74,62.38,521.37
U954179688,2023,3,26,17.46,60.7,633.74
U954179688,2023,3,27,19.88,62.03,653.7
U954179688,2023,3,28,18.23,60.22,660.61
U954179688,2023,3,29,18.31,60.6,557.0
U954179688,2023,3,30,18.17,59.47,
U954179688,2023,3,31,18.53,62.14,661.76
U3713136,2023,1,1,16.88,62.87,
U3713136,2023,1,2,16.69,59.95,764.97
U3713136,2023,1,3,16.92,66.79,620.52
U3713136,2023,1,4,17.24,64.29,626.81
U3713136,2023,1,5,17.2,58.57,
U3713136,2023,1,6,18.01,60.25,659.24
U3713136,2023,1,7,17.7,58.28,636.64
U3713136,2023,1,8,17.46,58.41,
U3713136,2023,1,9,17.58,61.59,607.81
U3713136,2023,1,10,17.0,62.57,704.12
U3713136,2023,1,11,18.33,68.63,588.56
U3713136,2023,1,12,18.36,58.57,
U3713136,2023,1,13,17.6,,688.51
U3713136,2023,1,14,17.59,58.04,
U3713136,2023,1,15,17.63,61.54,665.38
U3713136,2023,1,16,18.84,65.04,762.67
U3713136,2023,1,17,17.87,54.24,650.24
U3713136,2023,1,18,17.73,63.6,671.37
U3713136,2023,1,19,17.92,65.51,604.28
U3713136,2023,1,20,17.78,57.23,554.75
U3713136,2023,1,21,16.81,61.47,
U3713136,2023,1,22,18.08,56.71,635.83
U3713136,2023,1,23,19.54,61.6,619.15
U3713136,2023,1,24,18.47,60.49,721.24
U3713136,2023,1,25,16.99,66.34,653.12
U3713136,2023,1,26,17.56,66.31,
U3713136,2023,1,27,18.13,61.85,603.71
U3713136,2023,1,28,17.69,63.98,601.23
U3713136,2023,1,29,16.98,58.93,
U3713136,2023,1,30,17.22,58.11,
U3713136,2023,1,31,18.37,63.55,679.97
U3713136,2023,2,1,16.41,64.62,655.26
U3713136,2023,2,2,17.26,55.7,
U3713136,2023,2,3,17.7,63.15,
U3713136,2023,2,4,18.53,62.52,619.27
U3713136,2023,2,5,17.72,59.86,640.49
U3713136,2023,2,6,17.27,57.31,655.63
U3713136,2023,2,7,18.65,62.88,714.8
U3713136,2023,2,8,17.05,58.43,730.77
U3713136,2023,2,9,18.66,64.74,612.02
U3713136,2023,2,10,18.85,62.79,614.74
U3713136,2023,2,11,19.08,65.34,648.32
U3713136,2023,2,12,16.91,65.23,637.45
U3713136,2023,2,13,18.26,61.28,
U3713136,2023,2,14,18.0,59.47,734.35
U3713136,2023,2,15,17.11,63.98,679.05
U3713136,2023,2,16,18.36,62.28,649.48
U3713136,2023,2,17,17.56,57.56,
U3713136,2023,2,18,17.67,55.01,714.15
U3713136,2023,2,19,17.82,61.9,557.01
U3713136,2023,2,20,17.74,61.05,606.34
U3713136,2023,2,21,18.03,59.09,
U3713136,2023,2,22,18.09,58.92,
U3713136,2023,2,23,17.23,58.69,632.03
U3713136,2023,2,24,18.03,60.78,732.05
U3713136,2023,2,25,18.55,57.08,613.08
U3713136,2023,2,26,17.86,62.97,691.13
U3713136,2023,2,27,17.9,64.26,595.74
U3713136,2023,2,28,18.43,61.91,623.88
U3713136,2023,3,1,18.73,63.75,
U3713136,2023,3,2,18.73,63.83,746.63
U3713136,2023,3,3,18.58,56.93,
U3713136,2023,3,4,18.89,60.72,735.51
U3713136,2023,3,5,17.43,61.4,680.68
U3713136,2023,3,6,18.21,61.95,698.92
U3713136,2023,3,7,,64.78,680.72
U3713136,2023,3,8,18.16,62.39,
U3713136,2023,3,9,17.48,59.63,691.37
U3713136,2023,3,10,19.01,59.6,
U3713136,2023,3,11,17.6,64.39,616.77
U3713136,2023,3,12,18.32,61.84,647.18
U3713136,2023,3,13,17.67,66.04,
U3713136,2023,3,14,17.97,58.16,602.93
U3713136,2023,3,15,18.29,,
U3713136,2023,3,16,20.03,57.66,672.02
U3713136,2023,3,17,17.85,56.8,514.54
U3713136,2023,3,18,18.86,61.55,688.9
U3713136,2023,3,19,19.45,61.57,517.76
U3713136,2023,3,20,17.26,58.79,
U3713136,2023,3,21,17.97,62.34,
U3713136,2023,3,22,18.84,60.26,602.35
U3713136,2023,3,23,19.45,53.88,
U3713136,2023,3,24,18.65,66.64,562.61
U3713136,2023,3,25,18.88,61.22,684.43
U3713136,2023,3,26,18.28,61.5,
U3713136,2023,3,27,18.18,57.73,
U3713136,2023,3,28,19.03,63.49,577.66
U3713136,2023,3,29,19.34,63.99,643.0
U3713136,2023,3,30,,59.76,656.38
U3713136,2023,3,31,18.7,59.68,696.55
78 thornhaven avenue,2023,1,1,18.0,59.36,
78 thornhaven avenue,2023,1,2,17.37,64.58,
78 thornhaven avenue,2023,1,3,17.62,63.06,
78 thornhaven avenue,2023,1,4,17.46,62.49,
78 thornhaven avenue,2023,1,5,17.44,64.01,517.62
78 thornhaven avenue,2023,1,6,17.76,59.8,709.11
78 thornhaven avenue,2023,1,7,17.14,61.12,564.97
78 thornhaven avenue,2023,1,8,16.88,64.4,657.11
78 thornhaven avenue,2023,1,9,18.42,59.77,623.4
78 thornhaven avenue,2023,1,10,17.01,66.22,646.17
78 thornhaven avenue,2023,1,11,16.72,64.98,728.85
78 thornhaven avenue,2023,1,12,16.81,59.83,691.3
78 thornhaven avenue,2023,1,13,17.36,62.24,
78 thornhaven avenue,2023,1,14,18.16,62.45,585.5
78 thornhaven avenue,2023,1,15,16.94,63.53,654.34
78 thornhaven avenue,2023,1,16,18.29,59.81,
78 thornhaven avenue,2023,1,17,17.44,62.82,622.89
78 thornhaven avenue,2023,1,18,16.81,65.26,
78 thornhaven avenue,2023,1,19,17.45,59.87,
78 thornhaven avenue,2023,1,20,18.85,59.84,595.1
78 thornhaven avenue,2023,1,21,17.33,62.53,643.19
78 thornhaven avenue,2023,1,22,17.72,68.06,608.6
78 thornhaven avenue,2023,1,23,17.26,57.95,610.06
78 thornhaven avenue,2023,1,24,16.66,64.41,643.98
78 thornhaven avenue,2023,1,25,16.1,58.61,
78 thornhaven avenue,2023,1,26,16.17,60.08,630.29
78 thornhaven avenue,2023,1,27,,62.35,675.08
78 thornhaven avenue,2023,1,28,17.09,60.6,634.02
78 thornhaven avenue,2023,1,29,18.16,55.94,625.21
78 thornhaven avenue,2023,1,30,17.66,62.15,643.99
78 thornhaven avenue,2023,1,31,17.72,61.45,720.12
78 thornhaven avenue,2023,2,1,17.76,63.86,687.83
78 thornhaven avenue,2023,2,2,17.14,60.92,660.15
78 thornhaven avenue,2023,2,3,18.09,62.05,607.4
78 thornhaven avenue,2023,2,4,17.13,59.51,603.8
78 thornhaven avenue,2023,2,5,17.45,62.85,648.3
78 thornhaven avenue,2023,2,6,16.43,60.22,626.48
78 thornhaven avenue,2023,2,7,17.44,65.19,612.13
78 thornhaven avenue,2023,2,8,17.68,59.23,511.15
78 thornhaven avenue,2023,2,9,17.55,68.16,645.6
78 thornhaven avenue,2023,2,10,17.5,57.54,675.22
78 thornhaven avenue,2023,2,11,,64.49,581.7
78 thornhaven avenue,2023,2,12,17.15,63.77,
78 thornhaven avenue,2023,2,13,17.03,61.2,586.49
78 thornhaven avenue,2023,2,14,18.24,61.6,549.65
78 thornhaven avenue,2023,2,15,16.91,,
78 thornhaven avenue,2023,2,16,17.82,58.66,685.78
78 thornhaven avenue,2023,2,17,17.91,64.79,588.05
78 thornhaven avenue,2023,2,18,17.59,60.37,533.31
78 thornhaven avenue,2023,2,19,17.42,56.19,658.9
78 thornhaven avenue,2023,2,20,17.53,61.63,701.28
78 thornhaven avenue,2023,2,21,17.84,63.86,575.74
78 thornhaven avenue,2023,2,22,17.34,64.99,710.26
78 thornhaven avenue,2023,2,23,17.98,61.18,734.52
78 thornhaven avenue,2023,2,24,18.02,60.1,580.65
78 thornhaven avenue,2023,2,25,17.68,63.06,
78 thornhaven avenue,2023,2,26,16.95,62.35,692.34
78 thornhaven avenue,2023,2,27,16.63,66.47,
78 thornhaven avenue,2023,2,28,18.42,62.52,746.99
78 thornhaven avenue,2023,3,1,18.58,60.48,507.82
78 thornhaven avenue,2023,3,2,17.31,59.22,788.72
78 thornhaven avenue,2023,3,3,18.9,60.01,630.85
78 thornhaven avenue,2023,3,4,18.97,60.89,633.05
78 thornhaven avenue,2023,3,5,17.53,64.91,645.05
78 thornhaven avenue,2023,3,6,18.16,,
78 thornhaven avenue,2023,3,7,18.55,59.63,681.88
78 thornhaven avenue,2023,3,8,18.58,58.86,603.45
78 thornhaven avenue,2023,3,9,17.91,56.51,625.22
78 thornhaven avenue,2023,3,10,17.78,58.39,
78 thornhaven avenue,2023,3,11,18.46,59.54,
78 thornhaven avenue,2023,3,12,18.01,,619.93
78 thornhaven avenue,2023,3,13,18.77,62.33,651.86
78 thornhaven avenue,2023,3,14,17.76,66.75,647.05
78 thornhaven avenue,2023,3,15,18.63,59.2,658.78
78 thornhaven avenue,2023,3,16,19.3,63.12,590.62
78 thornhaven avenue,2023,3,17,18.64,53.25,
78 thornhaven avenue,2023,3,18,18.44,59.54,684.25
78 thornhaven avenue,2023,3,19,17.62,59.55,517.4
78 thornhaven avenue,2023,3,20,18.89,61.63,531.58
78 thornhaven avenue,2023,3,21,17.62,64.1,737.41
78 thornhaven avenue,2023,3,22,16.89,62.79,650.18
78 thornhaven avenue,2023,3,23,17.27,61.42,539.62
78 thornhaven avenue,2023,3,24,17.18,57.53,665.15
78 thornhaven avenue,2023,3,25,17.7,60.18,682.26
78 thornhaven avenue,2023,3,26,18.12,58.42,
78 thornhaven avenue,2023,3,27,18.55,69.69,626.39
78 thornhaven avenue,2023,3,28,17.67,62.25,
78 thornhaven avenue,2023,3,29,17.22,62.19,648.67
78 thornhaven avenue,2023,3,30,17.69,62.56,586.1
78 thornhaven avenue,2023,3,31,18.04,58.23,647.18
U1183557,2023,1,1,17.3,59.1,
U1183557,2023,1,2,17.84,56.24,625.91
U1183557,2023,1,3,17.94,55.41,
U1183557,2023,1,4,18.59,62.26,597.16
U1183557,2023,1,5,18.28,62.42,682.22
U1183557,2023,1,6,18.47,60.99,613.36
U1183557,2023,1,7,17.73,59.52,577.37
U1183557,2023,1,8,18.11,62.86,509.21
U1183557,2023,1,9,17.72,62.54,631.89
